security,ticker,McapRank,TurnRank,VolatilityRank,PriceRank,LitVol,OrderVol,Hidden,TradesForHidden,HiddenVol,TradeVolForHidden,Cancels,LitTrades,OddLots,TradesForOddLots,OddLotVol,TradeVolForOddLots,Cancel_to_Trade,Trade_to_Order_Volume,Hidden_Rate,Hidden_Volume,Oddlot_Rate,Oddlot_Volume,date,qtr
Stock,AAPL,10,8,3,10,12667.682,526081.255,14051,130472,1640.103,14307.766,2500608,116194,51437,130225,1767.125,14285.709,21.52097354,2.407932592,10.76936048,11.46302644,39.49856018,12.36987958,29/1/2019,31/3/2019
Stock,AAPL,10,9,4,10,23225.586,636070.749,27423,226399,3464.544,26686.184,2749054,198367,83636,225723,2860.087,26628.619,13.85842403,3.651415513,12.11268601,12.98253808,37.05249354,10.74065088,30/1/2019,31/3/2019
Stock,AAPL,10,7,2,10,15309.413,466007.892,13485,153189,1457.207,16766.41,2602058,139065,53795,152509,1869.868,16713.533,18.71109194,3.285226122,8.80285138,8.691228474,35.27332813,11.18774828,31/1/2019,31/3/2019
Stock,AAPL,10,7,2,10,12407.291,554165.524,9341,119303,1128.818,13535.832,2813116,109529,41628,118839,1337.297,13502.089,25.68375499,2.238914271,7.829643848,8.339479982,35.02890465,9.904371094,1/2/2019,31/3/2019
Stock,AAPL,10,7,2,10,11989.757,495307.413,14425,123369,1690.187,13679.825,2595956,108648,44649,123058,1523.769,13649.877,23.89327001,2.420669807,11.69256458,12.35532618,36.28289099,11.16324345,4/2/2019,31/3/2019
Stock,AAPL,10,7,3,10,13687.143,580914.486,11975,135189,1561.399,15248.339,3118474,122739,50440,134659,1656.358,15207.15,25.40736033,2.35613732,8.857969214,10.23979727,37.45757803,10.89196858,5/2/2019,31/3/2019
Stock,AAPL,10,6,2,10,10376.417,548637.085,7018,101063,787.391,11163.551,2940417,93672,37501,100665,1275.323,11135.909,31.39056495,1.891307986,6.944183331,7.053230643,37.25326578,11.45234754,6/2/2019,31/3/2019
Stock,AAPL,10,7,2,10,14047.444,692686.225,11352,138580,1168.436,15215.861,3695413,126629,50835,137952,1753.245,15173.673,29.18299126,2.027966414,8.191658248,7.679065943,36.84977383,11.55451946,7/2/2019,31/3/2019
Stock,AAPL,10,6,2,10,10400.629,617482.374,8105,102014,867.29,11267.374,3455666,93633,35416,101713,1230.84,11243.343,36.90649664,1.684360467,7.944987943,7.697356988,34.81954126,10.94727787,8/2/2019,31/3/2019
Stock,AAPL,10,5,2,10,9088.596,450373.429,9879,97082,1048.109,10135.999,2590835,86927,33162,96772,1177.971,10115.65,29.8047212,2.018013367,10.17593375,10.34046077,34.26817675,11.64503517,11/2/2019,31/3/2019
Stock,AAPL,10,5,1,10,9125.162,388612.855,10736,94333,1129.164,10253.626,2238933,83426,32272,94131,1145.184,10247.443,26.83735286,2.34813694,11.38095894,11.01233846,34.28413594,11.17531466,12/2/2019,31/3/2019
Stock,AAPL,10,5,2,10,9455.914,431471.15,8650,100113,899.536,10354.749,2575016,91031,36494,99613,1138.753,10326.618,28.28724281,2.191551857,8.640236533,8.68718305,36.63578047,11.02735668,13/2/2019,31/3/2019
Stock,AAPL,10,5,1,10,10092.344,424180.454,9116,107174,909.344,11001.683,2668455,97803,37565,106840,1318.82,10978.629,27.28397902,2.379257202,8.505794316,8.265499015,35.16005242,12.01261105,14/2/2019,31/3/2019
Stock,AAPL,10,5,2,10,10207.693,455496.319,10245,105352,1111.838,11319.526,2627201,94975,35518,105196,1284.649,11310.909,27.66202685,2.241004499,9.724542486,9.822301747,33.7636412,11.3576106,15/2/2019,31/3/2019
Stock,AAPL,10,4,1,10,7417.074,338731.112,7148,83997,778.63,8195.496,2090987,76588,33836,83722,1068.139,8179.478,27.30175746,2.189664231,8.509827732,9.500706242,40.41470581,13.05876732,19/2/2019,31/3/2019
Stock,AAPL,10,5,2,10,9928.942,500995.404,10097,111334,995.087,10924.021,3112550,101049,45133,111125,1370.658,10913.796,30.802383,1.981842931,9.069107371,9.109164107,40.61462317,12.55894833,20/2/2019,31/3/2019
Stock,AAPL,10,4,1,10,8343.793,444972.383,8943,97687,913.443,9256.811,2717869,88469,38443,97367,1178.841,9232.104,30.72114526,1.875126035,9.154749353,9.867793563,39.48257623,12.76893111,21/2/2019,31/3/2019
Stock,AAPL,10,4,1,10,7829.078,371005.143,9114,84152,996.858,8824.918,2209807,74894,30468,83985,982.753,8817.925,29.50579486,2.110234359,10.83040213,11.29594632,36.27790677,11.14494623,22/2/2019,31/3/2019
Stock,AAPL,10,5,1,10,9638.631,389291.583,10073,99870,1016.537,10655.157,2263751,89563,33134,99597,1139.171,10639.529,25.27551556,2.475941279,10.08611195,9.540328688,33.26807032,10.70696833,25/2/2019,31/3/2019
Stock,AAPL,10,4,1,10,7262.855,387919.633,6924,77685,663.702,7926.548,2252184,70598,27615,77508,894.669,7917.416,31.90152696,1.872257649,8.912917552,8.373153105,35.62858028,11.30001253,26/2/2019,31/3/2019
Stock,AAPL,10,6,1,10,7835.343,327299.919,7378,83732,702.25,8537.592,2216549,76184,27505,83550,933.403,8525.028,29.09467867,2.393933681,8.811446042,8.225387205,32.92040694,10.94897284,27/2/2019,31/3/2019
Stock,AAPL,10,6,1,10,9206.375,384871.457,6897,86161,817.906,10021.107,2238436,78932,26193,85813,910.298,9993.362,28.35904323,2.392064891,8.004781746,8.16183282,30.52334728,9.109026572,28/2/2019,31/3/2019
Stock,AAPL,10,6,1,10,10289.925,407672.14,7804,99076,907.933,11194.248,2317686,90823,30087,98501,1033.998,11150.205,25.51871222,2.524068728,7.876781461,8.110710072,30.54486757,9.273354167,1/3/2019,31/3/2019
Stock,AAPL,10,5,2,10,12650.444,569592.524,11666,127752,1166.884,13806.949,3049254,115559,40645,127167,1360.956,13768.579,26.38698847,2.220963841,9.131755276,8.451425438,31.96190836,9.884505874,4/3/2019,31/3/2019
Stock,AAPL,10,5,1,10,8083.093,421204.271,6206,87726,588.141,8668.494,2369915,81153,29075,87311,933.239,8637.491,29.20304856,1.919043456,7.074299524,6.784811756,33.30050051,10.80451488,5/3/2019,31/3/2019
Stock,AAPL,10,5,1,10,9148.963,503320.252,7922,96264,742.27,9886.692,2884200,87669,28497,95452,996.913,9811.836,32.89874414,1.81772201,8.229452339,7.507769029,29.85479613,10.16031047,6/3/2019,31/3/2019
Stock,AAPL,10,5,2,10,12123.629,310228.087,9305,134964,844.473,12957.516,2454279,125552,41216,134833,1358.272,12951.199,19.54790844,3.907972717,6.894431108,6.517244509,30.56818435,10.48761586,7/3/2019,31/3/2019
Stock,AAPL,10,6,2,10,11535.178,516191.164,6613,118915,738.268,12262.059,3125026,111998,35334,118587,1113.811,12237.235,27.90251612,2.234671727,5.561115082,6.020750675,29.79584609,9.101819161,8/3/2019,31/3/2019
Stock,AAPL,10,6,1,10,13896.111,503700.651,12590,144487,1474.515,15358.313,2923446,131700,46792,144261,1556.781,15348.011,22.19776765,2.758803462,8.71358669,9.60076149,32.43565482,10.14321009,11/3/2019,31/3/2019
Stock,AAPL,10,7,2,10,13336.404,564481.997,11375,141190,1285.37,14608.034,3197326,129566,52677,140914,1587.022,14593.441,24.67719927,2.362591557,8.056519584,8.799062215,37.38237507,10.87489921,12/3/2019,31/3/2019
Stock,AAPL,10,6,2,10,12126.404,464145.576,9157,127284,1032.56,13145.203,2780139,118082,42400,127223,1402.437,13149.713,23.54413882,2.612629448,7.194148518,7.855032745,33.32730717,10.66515292,13/3/2019,31/3/2019
Stock,AAPL,10,5,1,10,9558.802,391350.253,6603,99115,723.275,10266.894,2303729,92195,35769,98769,1154.013,10244.338,24.98756983,2.442518416,6.661958331,7.044730373,36.21480424,11.26488603,14/3/2019,31/3/2019
Stock,AAPL,10,4,1,10,13515.192,443806.931,11395,132460,1311.063,14824.733,2557317,120796,42048,132163,1394.741,14809.839,21.17054373,3.045286375,8.60259701,8.843754555,31.81525843,9.417664838,15/3/2019,31/3/2019
Stock,AAPL,10,5,1,10,10361.721,330490.908,8175,106117,944.663,11305.361,2075532,97678,35804,105833,1150.778,11280.091,21.24871517,3.135251455,7.703760943,8.355885319,33.83065773,10.20185032,18/3/2019,31/3/2019
Stock,AAPL,10,6,2,10,12263.154,442009.685,11176,128771,1146.687,13406.269,2528634,117396,45086,128550,1398.638,13394.369,21.53935398,2.774408439,8.67897275,8.553364102,35.07273435,10.44198499,19/3/2019,31/3/2019
Stock,AAPL,10,6,2,10,12169.532,291704.135,12013,135340,1336.718,13505.825,2214624,122993,48194,134964,1650.792,13472.999,18.00609791,4.17187504,8.876163736,9.897344294,35.7087816,12.25259499,20/3/2019,31/3/2019
Stock,AAPL,10,8,2,10,18874.383,529312.322,25111,189213,2993.116,21851.283,2869442,163610,66100,188583,2166.77,21797.749,17.53830451,3.565831026,13.27128686,13.69766709,35.05087945,9.940338335,21/3/2019,31/3/2019
Stock,AAPL,10,7,4,10,16804.478,399772.842,18439,186921,2041.035,18843.781,2830455,168059,70507,186398,2326.155,18802.651,16.84203167,4.20350665,9.864595203,10.83134537,37.82604964,12.37142039,22/3/2019,31/3/2019
Stock,AAPL,10,8,5,10,17212.098,582639.937,20215,185272,2428.112,19636.538,3674127,164622,67464,184820,2172.018,19620.542,22.31856617,2.954156917,10.91098493,12.36527539,36.50254302,11.07012232,25/3/2019,31/3/2019
Stock,AAPL,10,8,4,10,18673.995,490177.325,19989,229404,2306.998,20975.817,3758911,208892,112854,228856,3335.524,20937.297,17.9945187,3.809640725,8.713448763,10.99837017,49.31223127,15.93101536,26/3/2019,31/3/2019
Stock,AAPL,10,6,3,10,11066.298,500770.835,13152,121971,1365.755,12431.676,3263260,108531,43653,121659,1473.262,12411.417,30.06753831,2.209852736,10.78289102,10.98608908,35.8814391,11.87021595,27/3/2019,31/3/2019
Stock,AAPL,10,5,2,10,9259.666,454262.593,9138,104456,902.317,10160.337,2913480,94879,38738,103990,1132.891,10134.351,30.70732196,2.038395004,8.748181052,8.880778266,37.25165881,11.17872274,28/3/2019,31/3/2019
Stock,AAPL,10,4,1,10,9159.277,381998.522,8108,100710,899.67,10058.017,2718072,92360,35143,100438,1172.05,10040.046,29.42910351,2.397725769,8.050839043,8.944804925,34.98974492,11.6737513,29/3/2019,31/3/2019
Stock,AAPL,10,6,2,10,10854.515,412191.775,10276,118393,1149.449,12003.549,2616201,107672,46186,117900,1429.111,11972.072,24.29787689,2.633365258,8.679567204,9.575909591,39.17387617,11.9370398,1/4/2019,30/6/2019
Stock,AAPL,10,5,1,10,9563.681,375505.057,10875,108672,1125.792,10688.642,2431175,97569,39282,108428,1263.091,10679.228,24.91749429,2.546884741,10.00717756,10.53260087,36.22864943,11.82754971,2/4/2019,30/6/2019
Stock,AAPL,10,5,1,10,9455.084,403464.327,9558,102550,1007.145,10461.911,2454977,92119,39948,101604,1322.815,10396.162,26.65006133,2.343474594,9.320331546,9.626778511,39.31734971,12.72407067,3/4/2019,30/6/2019
Stock,AAPL,10,5,2,10,7878.024,370099.337,9750,87835,1055.964,8933.79,2219208,77878,31215,87624,1032.27,8922.759,28.49595521,2.128624186,11.10035863,11.81988831,35.6238017,11.5689553,4/4/2019,30/6/2019
Stock,AAPL,10,4,1,10,7345.366,349589.27,5825,76314,662.497,8007.85,2086354,70014,26498,75824,887.562,7975.882,29.79909732,2.10114172,7.6329376,8.273094526,34.94671872,11.12807336,5/4/2019,30/6/2019
Stock,AAPL,10,6,1,10,10647.594,352149.897,9234,114487,1033.717,11681.205,2178237,105042,44014,114249,1364.89,11667.694,20.73681956,3.023597079,8.06554456,8.849403807,38.52462604,11.69802705,8/4/2019,30/6/2019
Stock,AAPL,10,7,3,10,12911.875,457967.059,14634,135853,1761.121,14672.588,2540020,120667,50134,135251,1698.166,14627.052,21.04983135,2.819389462,10.77193732,12.00279733,37.06737843,11.60976251,9/4/2019,30/6/2019
Stock,AAPL,10,5,2,10,8860.421,368812.124,8930,98319,985.631,9846.049,2308092,89306,37776,98220,1265.988,9837.291,25.84475847,2.402421294,9.082679848,10.01042144,38.46059866,12.86927468,10/4/2019,30/6/2019
Stock,AAPL,10,6,1,10,8341.995,346680.986,8653,90143,911.775,9253.543,2027072,80970,34507,89610,1148.819,9204.753,25.03485241,2.40624532,9.599192394,9.853252965,38.50797902,12.48071513,11/4/2019,30/6/2019
Stock,AAPL,10,6,2,10,11096.239,388842.492,13048,121392,1435.213,12531.22,2155462,108106,46019,121112,1539.809,12507.209,19.9384123,2.85365906,10.74864901,11.45309874,37.99706057,12.31137179,12/4/2019,30/6/2019
Stock,AAPL,10,5,1,10,6708.44,302503.574,9691,94434,915.832,7622.953,1857448,84247,48519,93923,1171.435,7592.694,22.04764561,2.217639915,10.2621937,12.01413678,51.65827327,15.42845003,15/4/2019,30/6/2019
Stock,AAPL,10,6,2,10,11462.068,381532.2,14152,135735,1721.59,13183.623,2421028,120787,56346,134739,1735.39,13127.154,20.04377955,3.004220352,10.42619811,13.05854999,41.81862712,13.21984948,16/4/2019,30/6/2019
Stock,AAPL,10,6,2,10,11274.836,436530.988,15032,127288,1500.92,12775.231,2671672,111332,53247,126323,1724.438,12723.934,23.99734129,2.582826033,11.80944001,11.7486721,42.15146885,13.55271098,17/4/2019,30/6/2019
Stock,AAPL,10,6,1,10,8102.022,272269.215,9594,94400,1038.373,9139.589,1759859,84560,38577,94144,1306.801,9131.906,20.81195601,2.975739288,10.16313559,11.36126581,40.97658906,14.31027652,18/4/2019,30/6/2019
Stock,AAPL,10,5,1,10,6054.793,193596.325,6926,70130,663.992,6718.565,1333323,62582,28587,69475,931.501,6673.562,21.30521556,3.127535091,9.875944674,9.882943754,41.14717524,13.95807816,22/4/2019,30/6/2019
Stock,AAPL,10,5,1,10,9520.954,276723.685,11167,108261,1151.89,10672.796,1720031,96629,44726,107754,1491.738,10637.242,17.80036014,3.4405996,10.31488717,10.79276696,41.50750784,14.02372908,23/4/2019,30/6/2019
Stock,AAPL,10,4,1,10,6556.914,263502.111,7620,72506,707.58,7263.977,1708660,64609,28561,72213,926.419,7243.125,26.44616075,2.488372475,10.50947508,9.74094494,39.55105037,12.79032186,24/4/2019,30/6/2019
Stock,AAPL,10,5,1,10,7805.072,279904.6,9605,92615,888.474,8693.033,1772150,82585,38084,92169,1209.34,8685.089,21.45849731,2.788475788,10.37089025,10.22052948,41.31974959,13.92432478,25/4/2019,30/6/2019
Stock,AAPL,10,5,1,10,7745.386,287706.103,7088,84020,732.56,8477.727,1748166,76528,32793,83591,1130.891,8444.921,22.84348212,2.692117379,8.436086646,8.640995399,39.23029991,13.39137453,26/4/2019,30/6/2019
Stock,AAPL,10,5,1,10,7363.291,229775.178,11647,84399,1243.601,8606.777,1317929,72503,31104,84106,1108.042,8586.074,18.17757886,3.204563288,13.79992654,14.44909053,36.98190379,12.90510657,29/4/2019,30/6/2019
Stock,AAPL,10,8,3,10,14813.698,344063.985,27155,174178,3080.047,17893.489,1911418,146496,75240,173616,2479.821,17852.464,13.04757809,4.305506721,15.59037307,17.21322767,43.33701963,13.89063717,30/4/2019,30/6/2019
Stock,AAPL,10,9,3,10,20854.349,302629.884,53570,258220,5783.192,26621.389,1993396,204131,107124,257577,3739.652,26569.764,9.765278179,6.891040873,20.74587561,21.72385521,41.58911704,14.07484086,1/5/2019,30/6/2019
Stock,AAPL,10,7,2,10,12007.555,185099.345,17378,150908,1772.911,13780.136,1672988,132816,65656,150144,2249.464,13729.359,12.59628358,6.487086705,11.51562541,12.86570031,43.72868713,16.38433375,2/5/2019,30/6/2019
Stock,AAPL,10,5,1,10,7729.626,175067.385,6768,91901,631.083,8360.589,1323620,84718,40228,91472,1427.511,8333.212,15.62383437,4.415229027,7.364446524,7.5483079,43.97848522,17.13038142,3/5/2019,30/6/2019
Stock,AAPL,10,7,2,10,11600.814,247616.943,16054,136439,1669.665,13262.421,1751920,119221,54889,135251,1915.21,13192.845,14.6947266,4.684983935,11.76643042,12.58944351,40.58306408,14.51703556,6/5/2019,30/6/2019
Stock,AAPL,10,7,4,10,16045.733,378367.682,26447,197501,2737.026,18779.469,2762600,170338,85470,196738,2812.057,18725.204,16.21834236,4.24077789,13.39081827,14.57456545,43.44356454,15.01749727,7/5/2019,30/6/2019
Stock,AAPL,10,6,3,10,10468.143,256400.7,16588,135759,1550.684,12017.874,1874330,118249,61258,134810,1926.074,11962.903,15.85070487,4.082727933,12.2187111,12.90314743,45.44024924,16.10038968,8/5/2019,30/6/2019
Stock,AAPL,10,7,5,10,15380.889,370369.503,24389,191371,2393.779,17773.734,2609917,166292,81090,190576,2756.164,17726.167,15.69478387,4.152849756,12.74435521,13.46807036,42.54995382,15.54856163,9/5/2019,30/6/2019
Stock,AAPL,10,7,5,10,16646.042,266188.251,30352,214952,3124.221,19770.052,2172842,183796,96282,214090,3132.815,19693.634,11.82203095,6.253484869,14.12036176,15.80279607,44.97267504,15.90775476,10/5/2019,30/6/2019
Stock,AAPL,10,8,5,10,19558.871,413397.392,40348,269976,4038.125,23570.261,2995277,229298,128595,269483,3882.472,23532.585,13.06281346,4.731251667,14.94503215,17.13228801,47.71915112,16.498281,13/5/2019,30/6/2019
Stock,AAPL,10,7,3,10,14175.644,274347.984,18229,175611,1802.045,15977.245,1988573,156370,79685,174513,2362.418,15902.561,12.71710047,5.167030497,10.38032925,11.27882185,45.66135474,14.85558207,14/5/2019,30/6/2019
Stock,AAPL,10,6,3,10,11153.928,260931.897,15586,146221,1535.843,12689.739,1928981,129957,65691,145487,2080.181,12647.909,14.84322507,4.274651021,10.65920764,12.10303065,45.15248785,16.44683718,15/5/2019,30/6/2019
Stock,AAPL,10,7,2,10,12125.913,248979.563,15877,149084,1808.269,13926.118,1833086,132965,63761,148789,2039.685,13906.533,13.78622946,4.87024431,10.64970084,12.98473128,42.85330233,14.66709927,16/5/2019,30/6/2019
Stock,AAPL,10,7,4,10,12615.133,310129.782,19854,160289,2131.118,14745.985,2306531,139917,68274,159676,2363.855,14710.351,16.48499468,4.067694795,12.38637711,14.45219156,42.75783462,16.06933105,17/5/2019,30/6/2019
Stock,AAPL,10,8,5,10,13879.161,310946.076,25848,177044,2605.087,16469.583,2305005,149954,74955,175741,2470.744,16393.926,15.3714139,4.46352666,14.59976051,15.81756502,42.65083276,15.07109401,20/5/2019,30/6/2019
Stock,AAPL,10,6,3,10,10555.487,244603.829,12017,123295,1339.418,11893.627,1840156,110787,47135,122760,1639.605,11866.234,16.60985495,4.315340051,9.746542844,11.26164458,38.39605735,13.81739986,21/5/2019,30/6/2019
Stock,AAPL,10,7,3,10,11554.817,251942.136,16348,140154,1764.59,13318.937,1855609,122573,55474,138882,1856.308,13239.417,15.13880708,4.586297943,11.66431211,13.24872999,39.94326119,14.02107057,22/5/2019,30/6/2019
Stock,AAPL,10,7,3,10,14069.148,318487.378,20487,169583,2239.275,16299.507,2324470,148838,68158,169211,2308.145,16276.011,15.61744985,4.417489977,12.08080999,13.73829896,40.27988724,14.1812696,23/5/2019,30/6/2019
Stock,AAPL,10,6,2,10,9844.658,246463.022,12871,121832,1398.874,11243.142,1714329,108588,50443,121439,1644.061,11215.683,15.7874627,3.99437527,10.5645479,12.44202021,41.53772676,14.65859012,24/5/2019,30/6/2019
Stock,AAPL,10,6,3,10,10460.023,230646.248,15731,128922,1735.819,12195.539,1621430,112811,52505,128510,1699.566,12168.715,14.37297781,4.5350935,12.20195157,14.23322905,40.85674267,13.96668424,28/5/2019,30/6/2019
Stock,AAPL,10,6,2,10,10982.585,263067.774,18160,138342,1861.051,12838.924,1929804,119852,58190,137972,1895.948,12819.277,16.10155859,4.174812001,13.12688844,14.49538139,42.17522396,14.78982005,29/5/2019,30/6/2019
Stock,AAPL,10,5,2,10,8764.155,215318.066,12657,111475,1303.734,10065.818,1530535,98468,47355,111084,1605.275,10044.926,15.54347605,4.070329612,11.35411527,12.95209192,42.6299017,15.98095397,30/5/2019,30/6/2019
Stock,AAPL,10,6,2,10,10560.863,200768.26,14961,136616,1651.092,12211.655,1591093,119952,60703,134825,2001.204,12104.283,13.2644141,5.260225396,10.9511331,13.52062435,45.02354905,16.53302389,31/5/2019,30/6/2019
Stock,AAPL,10,7,7,10,14870.149,301382.103,36701,206986,3900.631,18764.755,2324794,169743,94128,206308,3021.935,18729.666,13.6959639,4.933985413,17.7311509,20.78700734,45.62498788,16.13448419,3/6/2019,30/6/2019
Stock,AAPL,10,6,2,10,12619.582,260914.455,18595,159720,1882.211,14501.509,1898419,139948,70118,158424,2302.543,14425.651,13.56517421,4.836674151,11.64224894,12.97941476,44.25970813,15.9614495,4/6/2019,30/6/2019
Stock,AAPL,10,6,2,10,11604.469,259680.118,16981,156123,1751.232,13350.593,1878439,137376,70089,154213,2225.975,13273.076,13.67370574,4.468755286,10.87668057,13.11726004,45.44947573,16.77060389,5/6/2019,30/6/2019
Stock,AAPL,10,5,2,10,8975.277,245179.724,9073,108914,933.564,9908.591,1737592,98735,45956,107765,1490.041,9835.102,17.59854155,3.660693003,8.330425841,9.421763397,42.64464344,15.15023433,6/6/2019,30/6/2019
Stock,AAPL,10,7,2,10,13036.965,267856.91,15992,156962,1712.894,14749.813,1877978,140502,67777,156389,2278.12,14712.21,13.36620119,4.867137831,10.18845326,11.61298791,43.33872587,15.48455331,7/6/2019,30/6/2019
Stock,AAPL,10,6,2,10,10254.552,210644.849,15430,129273,1569.556,11823.666,1563353,113179,55585,128542,1710.51,11776.05,13.81310137,4.86817126,11.93598044,13.27469839,43.24267555,14.52532895,10/6/2019,30/6/2019
Stock,AAPL,10,6,2,10,9566.15,238862.776,12978,118800,1278.351,10842.261,1791884,105023,50018,117927,1560.23,10791.169,17.06182455,4.004872655,10.92424242,11.79044666,42.414375,14.45839649,11/6/2019,30/6/2019
Stock,AAPL,10,5,2,10,6895.613,183604.909,8174,84403,829.099,7722.368,1414306,75502,36015,83596,1147.882,7669.839,18.73203359,3.755680084,9.684489888,10.73633114,43.08220489,14.96618117,12/6/2019,30/6/2019
Stock,AAPL,10,6,2,10,8398.313,245024.11,10209,97112,1366.237,9763.884,1802634,86671,41043,96854,1297.374,9749.568,20.79858315,3.427545559,10.512604,13.99276149,42.3761538,13.3069896,13/6/2019,30/6/2019
Stock,AAPL,10,5,2,10,7672.21,196706.015,8762,93550,865.449,8537.364,1464266,83965,40145,92648,1311.023,8484.237,17.43900435,3.900343363,9.366114377,10.13719223,43.33067093,15.45245613,14/6/2019,30/6/2019
Stock,AAPL,10,4,1,10,6089.313,156542.219,8093,76503,780.128,6869.267,1164047,68083,34743,76079,1118.197,6841.2,17.09746927,3.88988545,10.57867012,11.35678669,45.66700404,16.34504181,17/6/2019,30/6/2019
Stock,AAPL,10,6,3,10,12107.488,230524.051,17818,146717,1708.065,13815.457,1686793,128320,65359,146072,2122.22,13780.809,13.14520729,5.252158266,12.1444686,12.36343467,44.74437264,15.39982159,18/6/2019,30/6/2019
Stock,AAPL,10,5,3,10,8734.036,209864.815,11149,110530,1113.988,9847.99,1535946,98921,48995,110015,1618.573,9814.32,15.52699629,4.161743835,10.08685425,11.31183115,44.53483616,16.49195258,19/6/2019,30/6/2019
Stock,AAPL,10,5,1,10,8990.456,243045.183,11614,117287,1253.035,10243.471,1848588,104909,56509,116375,1932.38,10186.607,17.62087142,3.69908833,9.902205701,12.23252353,48.55767991,18.96981007,20/6/2019,30/6/2019
Stock,AAPL,10,6,1,10,10488.016,184481.586,9919,129532,1151.744,11638.273,1539907,118770,63245,128602,2170.516,11580.104,12.96545424,5.685128921,7.657567242,9.896176177,49.17886192,18.74349315,21/6/2019,30/6/2019
Stock,AAPL,10,4,1,10,6776.357,200842.902,9175,93813,784.602,7560.8,1563425,83880,48738,92955,1560.439,7507.539,18.63882928,3.373958916,9.780094443,10.37723521,52.43182185,20.78496029,24/6/2019,30/6/2019
Stock,AAPL,10,5,2,10,10095.908,298402.154,10850,132261,986.457,11082.317,2372994,120784,71776,131559,2715.419,11044.219,19.64659226,3.383322763,8.203476459,8.901180141,54.558031,24.58679061,25/6/2019,30/6/2019
Stock,AAPL,10,6,1,10,11205.967,350070.167,14410,142155,1400.917,12606.493,2292949,126762,73207,141040,2668.926,12536.544,18.08861489,3.201063117,10.13682248,11.11266234,51.9051333,21.28916869,26/6/2019,30/6/2019
Stock,AAPL,10,5,1,10,7358.235,220147.37,8627,97212,807.369,8165.322,1609072,88018,54199,96561,2030.506,8129.397,18.28116976,3.342413312,8.874418796,9.887779074,56.12928615,24.97732612,27/6/2019,30/6/2019
Stock,AAPL,10,3,1,10,10302.675,188787.823,12419,127562,1228.596,11530.827,1520900,114637,66717,126987,2515.544,11496.325,13.26709527,5.457277295,9.735657955,10.65488191,52.53844882,21.88128815,28/6/2019,30/6/2019
Stock,AAPL,10,5,1,10,10974.091,221837.938,18192,160346,1596.488,12568.784,1725501,141150,94424,159231,3416.503,12522.175,12.22459086,4.946895513,11.34546543,12.7020084,59.30001068,27.28362285,1/7/2019,30/9/2019
Stock,AAPL,10,4,1,10,7592.475,199603.94,10296,108950,838.959,8430.758,1416048,98342,62382,108614,1668.266,8413.626,14.39921905,3.803770106,9.450206517,9.951169278,57.43458486,19.82814544,2/7/2019,30/9/2019
Stock,AAPL,10,5,1,10,4607.028,113841.7,5591,63479,526.186,5132.779,849297,57714,37475,63297,1337.694,5124.475,14.71561493,4.046872104,8.807637171,10.25148365,59.20501762,26.10402041,3/7/2019,30/9/2019
Stock,AAPL,10,6,1,10,7862.845,219473.787,8977,118119,795.195,8657.971,1794365,108843,72376,117765,1886.248,8640.951,16.48580984,3.582589569,7.599962749,9.184542198,61.45798837,21.82917135,5/7/2019,30/9/2019
Stock,AAPL,10,6,2,10,10121.64,167843.446,14247,141037,1246.053,11367.228,1504983,126387,83607,140589,2579.104,11344.072,11.90773576,6.030405262,10.10160454,10.96180177,59.46909075,22.73525768,8/7/2019,30/9/2019
Stock,AAPL,10,5,2,10,8357.762,219153.677,10017,116167,942.476,9299.547,1768076,105711,66528,115652,2130.34,9273.846,16.72556309,3.813653558,8.622930781,10.13464419,57.52429703,22.97148346,9/7/2019,30/9/2019
Stock,AAPL,10,5,1,10,7257.546,186290.643,11223,99746,999.572,8256.775,1380344,88059,53476,99248,1611.743,8235.461,15.67521775,3.895818858,11.25157901,12.10608258,53.88118652,19.57076841,10/7/2019,30/9/2019
Stock,AAPL,10,5,1,10,8100.863,242365.492,9208,110881,877.968,8978.698,2004161,101327,63505,110512,1957.825,8959.726,19.7791408,3.342416007,8.304398409,9.778344254,57.46434776,21.85139367,11/7/2019,30/9/2019
Stock,AAPL,10,5,1,10,7744.961,214632.338,8564,100883,932.815,8677.49,1625095,91792,56500,100344,1767.232,8653.827,17.70410275,3.608478141,8.489041761,10.74982512,56.30630631,20.42139276,12/7/2019,30/9/2019
Stock,AAPL,10,5,1,10,6648.778,158975.051,8583,92495,725.902,7371.323,1365270,83794,53789,92357,1690.542,7362.813,16.29317135,4.182277633,9.279420509,9.847648787,58.24030664,22.96054511,15/7/2019,30/9/2019
Stock,AAPL,10,5,1,10,6989.729,219452.564,8564,95153,720.571,7710.066,1746332,86397,53747,94931,1653.638,7691.721,20.21287776,3.185075113,9.000241716,9.345847364,56.61691123,21.49893372,16/7/2019,30/9/2019
Stock,AAPL,10,4,1,10,5703.547,221127.43,6545,73880,584.269,6287.375,1716737,66831,39676,73245,1275.428,6240.763,25.68773473,2.579303255,8.858960476,9.292733454,54.16888525,20.43705233,17/7/2019,30/9/2019
Stock,AAPL,10,5,1,10,7191.969,248509.843,10192,95025,874.709,8066.465,1954787,84012,49809,94072,1585.936,7987.265,23.26794982,2.894037883,10.72559853,10.84377109,52.94774216,19.85580796,18/7/2019,30/9/2019
